6951032400808,CS111眼部金纯抚痕护理套,制成品,香蔓,套,0,,,1000,10,CAHR20015,,,,,,
6951032400815,CS112眼部速感活力护理套,制成品,香蔓,套,0,,,1000,10,CAHR20016,,,,,,
6951032401188,CS206胸部保养调理套,制成品,香蔓,套,0,,,1000,10,CAHR20014,,,,,,
6942804301812,CS208深海之谜护理套,制成品,香蔓,套,0,,,1000,10,CAHR20017,,,,,,
6942804301836,CS210微蛋白活能护理套,制成品,香蔓,套,0,,,1000,10,CASB10018,,,,,,
6951032401201,CS212舒肝养目护理套,制成品,香蔓,套,0,,,1000,10,CASS20011,,,,,,
6951032401195,CS211腿部轻盈护理套,制成品,香蔓,套,0,,,1000,10,CASS20010,,,,,,
6951032400983,CB115持久舒缓嫩白冰膜,制成品,香蔓,盒,0,10片/盒,,1000,10,CASB10001,,,,,,10片/盒
6951032400426,CC101玫瑰保湿洗颜乳80ml（09升级版）,制成品,香蔓,瓶,0,80ml,,1000,10,CACH10017,,,,,,80ml
6951032400433,CC102玫瑰保湿平衡水150ml（09升级版）,制成品,香蔓,瓶,0,150ml,,1000,10,CACH10018,,,,,,150ml
6951032400471,CC109丝柔水凝保湿乳80ml（09升级版）,制成品,香蔓,瓶,0,80ml,,1000,10,CACH10021,,,,,,80ml
6951032400488,CC110纯氧离子水150ml（09升级版）,制成品,香蔓,瓶,0,150ml,,1000,10,CACH10022,,,,,,150ml
6951032400501,CC112玫瑰水凝保湿霜50g（09升级版）,制成品,香蔓,瓶,0,50g,,1000,10,CACH10024,,,,,,50g
6951032401041,CD102甘菊舒缓平衡水150ml（09升级版）,制成品,香蔓,瓶,0,150ml,,1000,10,CADH10012,,,,,,150ml
6951032401058,CD103甘菊舒缓日霜50g（09升级版）,制成品,香蔓,瓶,0,50g,,1000,10,CADH10013,,,,,,50g
6951032400525,CD104甘菊修复晚霜50g（09升级版）,制成品,香蔓,瓶,0,50g,,1000,10,CADH10014,,,,,,50g
6951032401096,CE115银杏精华素30ml,制成品,香蔓,瓶,0,30ml,,1000,10,,,,,,,30ml
6951032400587,CF103香草柔润眼霜15g（09升级版）,制成品,香蔓,瓶,0,15g,,1000,10,CAFH10016,,,,,,15g
6951032400594,CF104晶莹紧致眼胶15g（09升级版）,制成品,香蔓,瓶,0,15g,,1000,10,CAFH10013,,,,,,15g
6951032400303,CA101茶树平衡洗颜乳80ml(09升级版）,制成品,香蔓,瓶,0,80ml,,1000,10,CAAH10012,,,,,,80ml
6951032400310,CA102茶树净颜平衡水150ml（09升级版）,制成品,香蔓,瓶,0,150ml,,1000,10,CAAH10013,,,,,,150ml
6951032401027,CA105净颜调理精华30ml（09升级版）,制成品,香蔓,瓶,0,30ml,,1000,10,CAAH10014,,,,,,30ml
6951032401034,CA106茶树调理安瓶(新),制成品,香蔓,盒,0,(0.3g+6ml)*6组,,1000,10,CAAH10011,,,,,,(0.3g+6ml)*6组
6951032400334,CA110净颜紧致液30ml（09升级版）,制成品,香蔓,瓶,0,30ml,,1000,10,CAAH10016,,,,,,30ml
6951032400341,CA112黑头导出原液（09升级版）,制成品,香蔓,瓶,0,20ml,,1000,10,CAAH10017,,,,,,20ml
6951032400358,CB101蔓越橘洗颜乳80ml（09升级版）,制成品,香蔓,瓶,0,80ml,,1000,10,CABH10019,,,,,,80ml
6951032400365,CB102蔓越橘平衡水150ml（09升级版）,制成品,香蔓,瓶,0,150ml,,1000,10,CABH10020,,,,,,150ml
6951032400372,CB103亮泽皙白日霜50g（09升级版）,制成品,香蔓,瓶,0,50g,,1000,10,CABH10021,,,,,,50g
6951032400389,CB104亮泽皙白晚霜50g（09升级版）,制成品,香蔓,瓶,0,50g,,1000,10,CABH10022,,,,,,50g
6951032400396,CB105亮泽皙白精华30ml（09升级版）,制成品,香蔓,瓶,0,30ml,,1000,10,CABH10023,,,,,,30ml
6951032400402,CB106亮泽皙白安瓶(新),制成品,香蔓,盒,0,(0.3g+6ml)*6组,,1000,10,CABH10016,,,,,,(0.3g+6ml)*6组
6951032400440,CC103玫瑰水凝日霜50g（09升级版）,制成品,香蔓,瓶,0,50g,,1000,10,CACH10019,,,,,,50g
6951032400457,CC105水凝保湿精华30ml（09升级版）,制成品,香蔓,瓶,0,30ml,,1000,10,CACH10020,,,,,,30ml
6951032400464,CC106丝柔保湿安瓶(新),制成品,香蔓,盒,0,(0.3g+6ml)*6组,,1000,10,CACH10014,,,,,,(0.3g+6ml)*6组
6951032400495,CC111玫瑰保湿啫喱80ml（09升级版）,制成品,香蔓,瓶,0,80ml,,1000,10,CACH10023,,,,,,80ml
6951032400518,CD101氨基酸洗颜乳80ml（09升级版）,制成品,香蔓,瓶,0,80ml,,1000,10,CADH10011,,,,,,80ml
6951032401065,CD105舒敏静肤精华30ml（09升级版）,制成品,香蔓,瓶,0,30ml,,1000,10,CADH10015,,,,,,30ml
6951032401072,CD106甘菊舒缓安瓶(新),制成品,香蔓,盒,0,(0.3g+6ml)*6组,,1000,10,CADH10009,,,,,,(0.3g+6ml)*6组
6951032401089,CD111甘菊静肤啫喱80ml（09升级版）,制成品,香蔓,瓶,0,80ml,,1000,10,CADH10016,,,,,,80ml
6951032400532,CE109焕妍紧致生化保湿乳80ml（09升级版）,制成品,香蔓,瓶,0,80ml,,1000,10,CAEH10014,,,,,,80ml
6951032400549,CE110焕妍紧致胶原液150ml（09升级版）,制成品,香蔓,瓶,0,150ml,,1000,10,CAEH10015,,,,,,150ml
6951032400556,CE111胶原蛋白洗颜乳80ml（09升级版）,制成品,香蔓,瓶,0,80ml,,1000,10,CAEH10016,,,,,,80ml
6951032400563,CE112银杏滋养水150ml（09升级版）,制成品,香蔓,瓶,0,150ml,,1000,10,CAEH10017,,,,,,150ml
6951032401010,CE118丝滑焕采光膜,制成品,香蔓,盒,0,10片/盒,,1000,10,CASB10007,,,,,,10片/盒
6951032400600,CF105香草眼部滋养精华（09升级版）,制成品,香蔓,瓶,0,10ml,,1000,10,CAFH10017,,,,,,10ml
6951032400617,CF106循环眼部紧致精华（09升级版）,制成品,香蔓,瓶,0,10ml,,1000,10,CAFH10018,,,,,,10ml
6951032400624,CF107眼部舒缓液150ml（09升级版）,制成品,香蔓,瓶,0,150ml,,1000,10,CAFH10014,,,,,,150ml
6951032400570,CF101柔和卸妆乳80ml（09升级版）,制成品,香蔓,瓶,0,80ml,,1000,10,CAFH10015,,,,,,80ml
6951032400631,CF109眼部苏活精油（09升级版）,制成品,香蔓,支,0,10ml,,1000,10,CAFH10019,,,,,,10ml
6951032400648,CF110眼部紧致精油（09升级版）,制成品,香蔓,支,0,10ml,,1000,10,CAFH10020,,,,,,10ml
6951032400655,CH201眼部胶原套装,制成品,香蔓,盒,0,5张+75ml,,1000,10,CAHR20001,,,,,,5张+75ml
6951032401102,CG102面部净化精油,制成品,香蔓,瓶,0,30ML,,1000,10,CAGH10002,,,,,,30ML
6951032401119,CG103身体净化精油,制成品,香蔓,瓶,0,30ML,,1000,10,CAGH10003,,,,,,30ML
6951032401126,CG104肌肉放松精油,制成品,香蔓,瓶,0,30ML,,1000,10,CAGH10004,,,,,,30ML
6951032401133,CG109美胸滋润精油,制成品,香蔓,瓶,0,30ML,,1000,10,CAGH10009,,,,,,30ML
6951032400662,CG110美胸紧实精油,制成品,香蔓,瓶,0,30ML,,1000,10,CAGH10010,,,,,,30ML
6951032401140,CS101背部疏通调理套,制成品,香蔓,套,0,4件套,,1000,10,CASC10001,,,,,,4件套
6951032401157,CS102面部调理醒肤套,制成品,香蔓,套,0,4件套,,1000,10,CASC10002,,,,,,4件套
6942804300563,面部排毒醒肤套体验装,制成品,香蔓,套,0,,,1000,10,CASC10003,,,,,,
6951032401164,CS103女性特殊护理套,制成品,香蔓,套,0,（15ml*4新）5件套,,1000,10,CASC10004,,,,,,（15ml*4新）5件套
6942804300587,CS107明眸祛黑护理套,制成品,香蔓,套,0,,,1000,10,CASS10002,,,,,,
6942804300594,CS108明眸滋养祛皱疗程,制成品,香蔓,套,0,,,1000,10,CASS10003,,,,,,
6951032400778,CS202香蔓水凝丝柔个人护理套(升级版),制成品,香蔓,套,0,6件套,,1000,10,CASC20004,,,,,,6件套
6942804300631,CN204*滑罐器,制成品,香蔓,套,0,套,,1000,10,CANR20004,,,,,,套
6942804300648,CM111迷你丝柔水凝护理套(2007版),制成品,香蔓,套,0,6件套,,1000,10,CASM10005,,,,,,6件套
6942804300662,CM113胶原蛋白洗颜乳迷你组,制成品,香蔓,盒,0,,,1000,10,CASM10007,,,,,,
6942804300686,CM115水凝保湿精华迷你组,制成品,香蔓,套,0,,,1000,10,CASM10006,,,,,,
6951032400853,CF102清爽卸妆液(09升级版),制成品,香蔓,瓶,0,150ml,,1000,10,CAFH10021,,,,,,150ml
6951032400877,CC201玫瑰保湿洗颜乳,制成品,香蔓,瓶,0,500ml,,1000,10,CACR20001,,,,,,500ml
6942804300716,CL201死海调理细盐,制成品,香蔓,瓶,0,250g,,1000,10,CALR20001,,,,,,250g
6951032400891,CI202角质者喱,制成品,香蔓,瓶,0,250g,,1000,10,CAIR20002,,,,,,250g
6951032401225,CI208滋润按摩霜,制成品,香蔓,瓶,0,250g,,1000,10,,,,,,,250g
6951032400914,CC202玫瑰保湿平衡水,制成品,香蔓,瓶,0,500ml,,1000,10,CACR20002,,,,,,500ml
6951032401218,CD202甘菊舒缓平衡水（院装）,制成品,香蔓,瓶,0,500ml,,1000,10,CADR20002,,,,,,500ml
6942804300778,CG201葡萄籽基底油,制成品,香蔓,瓶,0,500ML,,1000,10,CAGR20001,,,,,,500ML
6951032400945,CC207丝柔水凝面膜,制成品,香蔓,瓶,0,250g,,1000,10,CACR20003,,,,,,250g
6951032401232,CD207晶莹舒缓面膜,制成品,香蔓,瓶,0,250g,,1000,10,CADR20003,,,,,,250g
6951032400952,CC208丝柔水凝软膜（院装）,制成品,香蔓,瓶,0,500g,,1000,10,CACR20004,,,,,,500g
6951032400976,CC209丝柔水凝保湿乳（院装）,制成品,香蔓,瓶,0,500ml,,1000,10,CACR20005,,,,,,500ml
6942804300860,CN201*面部温炙棒,制成品,香蔓,支,0,12支/盒,,1000,10,CANR20001,,,,,,12支/盒
6942804300884,CN202*身体温炙棒,制成品,香蔓,支,0,8支/盒,,1000,10,CANR20002,,,,,,8支/盒
6951032401249,CD208晶莹舒缓软膜,制成品,香蔓,瓶,0,500g,,1000,10,CADR20004,,,,,,500g
6951032400969,CF208香草唇眸软膜,制成品,香蔓,瓶,0,250g,,1000,10,CAFR20002,,,,,,250g
6951032400679,CG115玫瑰香氛油,制成品,香蔓,瓶,0,100ml,,1000,10,CAGH10015,,,,,,100ml
6951032400686,玫瑰精油,制成品,香蔓,瓶,0,10ml,,1000,10,,,,,,,10ml
6951032400693,洋甘菊精油,制成品,香蔓,瓶,0,10ml,,1000,10,,,,,,,10ml
6951032400709,檀香精油,制成品,香蔓,瓶,0,10ml,,1000,10,,,,,,,10ml
6951032400716,橙花精油,制成品,香蔓,瓶,0,10ml,,1000,10,,,,,,,10ml
6951032400723,茶树精油,制成品,香蔓,瓶,0,10ml,,1000,10,,,,,,,10ml
6951032400730,伊兰精油,制成品,香蔓,瓶,0,10ml,,1000,10,,,,,,,10ml
6951032400747,薰衣草精油,制成品,香蔓,瓶,0,10ml,,1000,10,,,,,,,10ml
6951032400754,迷迭香精油,制成品,香蔓,瓶,0,10ml,,1000,10,,,,,,,10ml
6951032400761,葡萄柚精油,制成品,香蔓,瓶,0,10ml,,1000,10,,,,,,,10ml
6942804301393,CM109明星产品体验组,制成品,香蔓,套,0,10件套,,1000,10,CASM10003,,,,,,10件套
6951032401171,CS205肩颈、背部舒缓套,制成品,香蔓,套,0,3件套,,1000,10,CASS20003,,,,,,3件套
6951032400990,CC113持久盈润水膜,制成品,香蔓,盒,0,10片/盒,,1000,10,CACH10015,,,,,,10片/盒
6951032400419,CB112透白修颜隔离乳30ml（09升级版）,制成品,香蔓,瓶,0,30ml,,1000,10,CABH10024,,,,,,30ml
6951032401003,CD112柔瞬静肤草膜,制成品,香蔓,盒,0,10片/盒,,1000,10,CADH10010,,,,,,10片/盒
6951032400570,CF201柔和卸妆乳,制成品,香蔓,瓶,0,500ml,,1000,10,CAFR20001,,,,,,500ml
6942804301614,CB201蔓越橘洗颜乳(500ml),制成品,香蔓,瓶,0,500ml,,1000,10,CABR20001,,,,,,500ml
6942804301638,CB202蔓越橘平衡水,制成品,香蔓,瓶,0,500ml,,1000,10,CABR20002,,,,,,500ml
6942804301652,膜术一族感谢装(2片装),制成品,香蔓,袋,0,,,1000,10,CASB10012,,,,,,
6942804301690,CB118清爽四季面部防晒乳30ml,制成品,香蔓,支,0,30ml,,1000,10,CABH10018,,,,,,30ml
6942804301713,冬之浓情套组,制成品,香蔓,套,0,,,1000,10,CASS20005,,,,,,
6942804301720,香蔓5.5水凝柔润套,制成品,香蔓,套,0,,,1000,10,CASS20007,,,,,,
6942804301737,迎春喜礼礼包,制成品,香蔓,套,0,,,1000,10,CASB10013,,,,,,
6942804301751,CA109净颜平衡乳80ml（09升级版）,制成品,香蔓,瓶,0,80ml,,1000,10,CAAH10015,,,,,,80ml
6951032400792,CS209悦肌养颜组,制成品,香蔓,套,0,,,1000,10,CASS20008,,,,,,
6942804301423,CS11024H水氧动力组,制成品,香蔓,套,0,4件套,,1000,10,CASS10004,,,,,,4件套
6942804301621,CE211胶原蛋白洗颜乳(500ml),制成品,香蔓,瓶,0,(500ml),,1000,10,CAEH10012,,,,,,(500ml)
